Destination,Duration(days),Travelerage,Travelergender,Travelernationality,Accommodationtype,Accommodationcost,Transportationtype,Transportationcost
"New York, USA",8,45.0,Female,American,Resort,900,Train,500
"Bangkok, Thailand",13,33.0,Female,Canadian,Hostel,900,Plane,700
"Rome, Italy",11,42.0,Male,Indian,Resort,1100,Car rental,1500
Sydney,8,31.0,Female,Spanish,Hotel,1200,Flight,300
Bali,12,35.0,Female,British,Airbnb,1000,Bus,150
"Marrakech, Morocco",7,39.0,Female,South African,Hotel,500,Train,2000
"Barcelona, Spain",8,31.0,Male,Chinese,Hostel,800,Plane,200
Seoul,8,42.0,Female,Canadian,Guesthouse,900,Car rental,300
"Auckland, New Zealand",12,29.0,Male,American,Airbnb,5000,Car rental,1500
"Berlin, Germany",8,26.0,Male,Vietnamese,Hostel,800,Flight,100
"Paris, France",7,27.0,Female,American,Hostel,6000,Train,600
"Bangkok, Thailand",9,40.0,Male,Vietnamese,Hostel,800,Car rental,200
London,7,50.0,Male,Dutch,Airbnb,1000,Flight,1000
"Cancun, Mexico",7,33.0,Female,New Zealander,Hostel,1400,Car,900
"Paris, France",13,29.0,Male,Korean,Hotel,400,Train,100
"Sydney, Aus",7,48.0,Female,British,Hostel,400,Plane,150
Dubai,12,38.0,Female,American,Hotel,800,Car,400
Sydney,12,29.0,Female,Germany,Airbnb,1000,Train,200
"Paris, France",11,23.0,Female,South Korea,Resort,1100,Train,800
Seoul,8,32.0,Male,Vietnamese,Hotel,1100,Flight,400
"Vancouver, Canada",7,27.0,Male,Greece,Hostel,800,Plane,700
Paris,7,25.0,Male,Cambodia,Hotel,1100,Ferry,2500
"Cape Town, South Africa",7,45.0,Male,Spanish,Airbnb,900,Plane,800
"Dubai, United Arab Emirates",11,34.0,Male,Korean,Resort,1000,Plane,1500
"Paris, France",8,33.0,Female,American,Airbnb,1200,Flight,100
Brazil,9,28.0,Male,American,Hostel,800,Plane,150
"Bangkok, Thailand",10,42.0,Male,American,Hostel,1000,Plane,500
"Auckland, New Zealand",12,30.0,Female,Chinese,Hotel,1200,Plane,500
"Amsterdam, Netherlands",8,46.0,Male,Singapore,Resort,900,Plane,2000
Cape Town,11,37.0,Female,American,Hotel,500,Flight,700
"Rome, Italy",10,29.0,Female,American,Hotel,400,Car rental,2500
"Bali, Indonesia",7,45.0,Male,Mexican,Hostel,200,Airplane,100
"Sydney, Aus",8,26.0,Female,Hong Kong,Airbnb,1500,Train,700
Rome,8,20.0,Female,British,Airbnb,1500,Train,1200
Phuket,8,45.0,Female,British,Villa,700,Car rental,200
"London, UK",8,37.0,Female,American,Hostel,1200,Flight,800
"Dubai, United Arab Emirates",12,37.0,Female,British,Airbnb,400,Train,300
"New York, USA",8,33.0,Male,Spanish,Airbnb,2000,Train,700
Phnom Penh,12,27.0,Male,British,Airbnb,600,Flight,700
"Sydney, Australia",12,45.0,Female,Korean,Hotel,1000,Plane,500
Australia,11,37.0,Female,Korean,Hotel,1500,Car,300
"Paris, France",7,42.0,Male,American,Airbnb,900,Plane,1200
New York,13,24.0,Female,Italian,Hotel,1200,Plane,700
"Bangkok, Thai",13,45.0,Male,Indonesian,Hostel,500,Bus,700
London,7,45.0,Female,American,Hotel,300,Car rental,300
New York,8,31.0,Female,Vietnamese,Hotel,800,Flight,500
Bali,8,25.0,Female,Korean,Hostel,1400,Car rental,400
"Cancun, Mexico",8,27.0,Female,Vietnamese,Vacation rental,800,Airplane,600
Japan,7,26.0,Male,Scottish,Hotel,700,Train,50
Cape Town,8,28.0,Male,Korean,Hostel,600,Flight,300
"New York, USA",14,32.0,Female,Australian,Airbnb,1200,Flight,500
Bangkok,12,28.0,Female,Taiwan,Hotel,500,Flight,400
"New York City, USA",8,29.0,Male,American,Airbnb,1200,Train,500
Brazil,8,48.0,Female,American,Hotel,900,Car,200
"Bangkok, Thai",8,42.0,Male,Indian,Resort,150,Plane,350
Bangkok,8,33.0,Female,Canada,Villa,1500,Car rental,800
"Bangkok, Thailand",9,46.0,Female,American,Hostel,1200,Plane,120
Tokyo,10,34.0,Female,South African,Hotel,600,Plane,800
Sydney,11,31.0,Female,Korean,Hotel,7000,Flight,600
Hawaii,11,26.0,Male,Emirati,Hostel,400,Plane,100
Canada,11,37.0,Male,Mexican,Hotel,400,Plane,3000
"Tokyo, Japan",7,45.0,Male,South African,Guesthouse,2500,Plane,2000
Japan,7,25.0,Male,American,Hotel,900,Plane,1000
Cape Town,7,27.0,Male,Italian,Hostel,500,Plane,300
"New York City, USA",8,45.0,Male,Italian,Vacation rental,1500,Flight,1500
"Paris, France",14,45.0,Male,UK,Hostel,800,Train,20
Brazil,8,42.0,Female,American,Airbnb,1800,Car,800
Cape Town,11,33.0,Male,Indonesian,Airbnb,1200,Train,600
"Bangkok, Thailand",10,27.0,Female,American,Hotel,8000,Plane,200
London,7,37.0,Male,UK,Hotel,1200,Plane,200
"Bali, Indonesia",10,45.0,Female,Japanese,Airbnb,1000,Plane,400
Thailand,7,28.0,Female,British,Hostel,1200,Train,800
Bangkok,7,35.0,Female,Canadian,Hotel,1500,Flight,75
"Rome, Italy",11,26.0,Female,Chinese,Hostel,600,Train,50
"Rio de Janeiro, Brazil",11,33.0,Female,British,Hotel,1100,Train,75
"Athens, Greece",13,29.0,Male,Canadian,Airbnb,1200,Plane,100
"Paris, France",7,45.0,Male,Canadian,Hotel,180,Train,700
Santorini,8,29.0,Male,British,Airbnb,1300,Train,800
Amsterdam,13,24.0,Male,Mexican,Airbnb,900,Plane,700
Thailand,7,25.0,Male,Canada,Airbnb,900,Plane,700
London,7,27.0,Male,Mexican,Airbnb,700,Train,800
Bali,7,24.0,Male,Indonesian,Guesthouse,1000,Plane,500
"Amsterdam, Netherlands",9,42.0,Male,New Zealander,Hotel,2500,Train,200
"Seoul, South Korea",10,45.0,Female,UK,Hotel,900,Plane,200
Sydney,8,33.0,Male,British,Villa,700,Plane,800
"Rome, Italy",11,45.0,Female,Canadian,Hotel,900,Plane,700
"Paris, France",12,33.0,Female,Indonesian,Airbnb,3000,Train,700
"Paris, France",7,31.0,Male,Japanese,Resort,600,Car,700
Bali,7,41.0,Female,Italian,Hotel,3000,Plane,100
"Tokyo, Japan",12,33.0,Male,British,Hostel,400,Train,200
Bali,7,39.0,Female,Brazil,Airbnb,900,Plane,400
Greece,7,27.0,Male,Taiwan,Hostel,700,Train,2000
"Seoul, South Korea",6,31.0,Male,Korean,Hotel,8000,Car rental,2500
"Cape Town, SA",11,38.0,Female,Japanese,Hotel,200,Airplane,500
Bali,8,30.0,Female,Korean,Hotel,900,Train,150
"Tokyo, Japan",7,42.0,Male,American,Airbnb,6000,Car,2500
Bangkok,10,50.0,Male,American,Hostel,2000,Subway,400
"Auckland, New Zealand",8,41.0,Male,Japan,Hotel,400,Airplane,150
"Auckland, New Zealand",7,26.0,Female,Mexican,Hotel,500,Train,1000
"Sydney, Aus",8,42.0,Male,Taiwan,Hostel,1000,Plane,700
"Rio de Janeiro, Brazil",14,42.0,Male,Australian,Airbnb,1000,Plane,700
"Sydney, Aus",11,32.0,Female,Japan,Resort,1000,Car rental,800
"Paris, France",7,27.0,Female,American,Villa,600,Plane,800
"Tokyo, Japan",14,26.0,Female,Germany,Hotel,600,Flight,500
"New York City, USA",7,27.0,Female,Mexican,Hotel,150,Flight,200
"Paris, France",8,30.0,Female,Italy,Hostel,6000,Plane,150
"Sydney, Australia",14,33.0,Male,American,Resort,400,Flight,700
"Honolulu, Hawaii",7,37.0,Female,Brazilian,Airbnb,200,Airplane,80
"Paris, France",8,41.0,Male,Chinese,Hotel,200,Airplane,700
"Cancun, Mexico",12,27.0,Male,American,Hotel,1000,Car rental,50
Rome,14,31.0,Male,American,Hotel,600,Train,350
Bangkok,8,31.0,Female,American,Hostel,1100,Car rental,600
"Bangkok, Thailand",13,26.0,Female,Italian,Hostel,400,Train,3000
"Cape Town, SA",8,31.0,Female,British,Hostel,700,Plane,600
Sydney,9,37.0,Male,Spanish,Airbnb,1000,Flight,200
Bali,7,33.0,Female,Moroccan,Hotel,800,Train,700
Dubai,13,30.0,Female,Japanese,Hostel,3000,Plane,300
"Sydney, Aus",8,29.0,Female,American,Hostel,150,Plane,700
"Marrakech, Morocco",12,45.0,Male,American,Resort,400,Plane,1000
Dubai,9,41.0,Female,Vietnamese,Hostel,7000,Car rental,700
"Barcelona, Spain",10,42.0,Male,Australian,Hostel,1000,Train,500
Greece,7,29.0,Male,United Kingdom,Hotel,400,Train,1500
"Seoul, South Korea",7,24.0,Female,American,Hostel,700,Plane,700
"Sydney, Aus",11,33.0,Male,South African,Hotel,700,Flight,200
Bali,14,42.0,Male,Indian,Hotel,1400,Plane,3000
"Sydney, AUS",14,47.0,Female,British,Villa,300,Car rental,900
New York,6,27.0,Male,German,Hotel,1200,Car rental,700
"Cape Town, SA",8,45.0,Female,Canadian,Hostel,150,Plane,1200
"Barcelona, Spain",7,27.0,Male,British,Hostel,700,Plane,1200
"Bangkok, Thailand",8,25.0,Male,Cambodia,Resort,900,Car rental,2000
"New York, USA",7,27.0,Female,Cambodia,Hotel,400,Car rental,250
Paris,13,27.0,Male,Spanish,Hotel,200,Car,150
"Bali, Indonesia",8,32.0,Female,Brazilian,Resort,2500,Plane,2000
Dubai,12,27.0,Male,South Korean,Hostel,300,Ferry,200
Santorini,10,60.0,Female,South African,Airbnb,1200,Flight,150
Tokyo,10,29.0,Female,Japanese,Resort,500,Train,150
Spain,8,28.0,Female,Dutch,Hotel,900,Flight,500
Barcelona,7,24.0,Female,Chinese,Airbnb,900,Car rental,600
Paris,13,25.0,Male,American,Hotel,900,Train,100
Bali,8,45.0,Female,Greece,Hotel,400,Plane,150
"Cancun, Mexico",7,33.0,Female,British,Hotel,500,Flight,100
Sydney,8,30.0,Male,Canadian,Hostel,2500,Airplane,300
"Seoul, South Korea",8,26.0,Female,South Korea,Hotel,350,Plane,2500
"Phuket, Thailand",12,29.0,Male,Spanish,Hotel,3000,Plane,800
"Bali, Indonesia",7,27.0,Male,Australian,Airbnb,300,Plane,50
"Bali, Indonesia",7,26.0,Male,Canada,Airbnb,2000,Flight,20
"Marrakech, Morocco",8,45.0,Female,Brazilian,Hotel,1200,Plane,600
Bangkok,9,39.0,Female,Australian,Hotel,5000,Plane,1500
"Sydney, Aus",8,29.0,Female,Cambodia,Hostel,1200,Plane,900
"Rio de Janeiro, Brazil",7,39.0,Male,American,Hostel,5000,Car rental,900
"New York, USA",8,42.0,Female,Dutch,Hostel,1500,Plane,2000
"Paris, France",5,33.0,Male,Korean,Resort,600,Train,500
Rome,7,42.0,Male,Emirati,Hostel,600,Subway,100
Bali,10,39.0,Male,Vietnamese,Hotel,2500,Train,2000
"Rome, Italy",12,31.0,Female,Italian,Hotel,1300,Airplane,150
New York,8,42.0,Male,Japan,Airbnb,400,Plane,2500
"Cancun, Mexico",7,32.0,Female,Canada,Airbnb,8000,Plane,20
Tokyo,7,38.0,Female,Indian,Hotel,900,Train,150
"Rio de Janeiro, Brazil",12,33.0,Female,Spanish,Vacation rental,800,Train,300
London,11,27.0,Male,South African,Hotel,800,Airplane,2500
"Athens, Greece",13,37.0,Female,Greece,Resort,700,Flight,700
"Bangkok, Thailand",13,24.0,Male,Canadian,Resort,1500,Plane,3000
Barcelona,10,38.0,Female,American,Airbnb,700,Car rental,600
Paris,7,31.0,Male,Australian,Hotel,500,Train,200
"Barcelona, Spain",11,24.0,Male,British,Hostel,1400,Bus,700
Dubai,8,27.0,Female,American,Hostel,500,Train,800
"Seoul, South Korea",8,26.0,Female,American,Resort,1300,Train,500
"Paris, France",8,29.0,Male,American,Villa,900,Train,700
"Rio de Janeiro, Brazil",7,33.0,Male,South Korean,Airbnb,350,Plane,1000
France,10,29.0,Female,Brazilian,Hotel,900,Bus,250
"Sydney, Australia",9,42.0,Male,Brazil,Hotel,8000,Train,400
"London, UK",13,25.0,Female,Italian,Hotel,800,Plane,600
"Cancun, Mexico",8,45.0,Male,Australian,Hostel,1000,Train,800
"Bali, Indonesia",8,28.0,Female,French,Hostel,900,Subway,700
Bangkok,11,43.0,Male,British,Hotel,800,Plane,600
"Athens, Greece",11,31.0,Male,Mexican,Hostel,900,Train,300
Rome,8,27.0,Female,Spanish,Airbnb,900,Plane,150
Bali,11,27.0,Female,Canadian,Hostel,150,Plane,50
"Bali, Indonesia",8,42.0,Male,Canadian,Airbnb,200,Plane,75
"Marrakech, Morocco",7,36.0,Male,Canadian,Hotel,7000,Car rental,800
Spain,7,24.0,Female,American,Resort,400,Car,150
"Cancun, Mexico",7,24.0,Female,Spain,Villa,1100,Flight,900
"Rio de Janeiro, Brazil",11,39.0,Female,Hong Kong,Airbnb,500,Plane,100
Amsterdam,8,31.0,Male,China,Resort,4000,Plane,100
Amsterdam,7,46.0,Female,South Korea,Resort,1200,Car,500
"New York City, USA",12,29.0,Female,Korean,Hostel,400,Plane,200
"New York, USA",7,34.0,Female,British,Resort,1000,Flight,700
Phuket,8,28.0,Female,South African,Villa,900,Plane,1000
Canada,12,27.0,Female,Indian,Hotel,1400,Plane,2000
"Sydney, Australia",13,25.0,Female,Japanese,Hostel,1000,Plane,900
"Cancun, Mexico",7,45.0,Female,Vietnamese,Resort,400,Flight,100
Japan,12,37.0,Male,American,Hotel,900,Plane,20
"Sydney, Aus",8,27.0,Male,Spain,Villa,800,Bus,1200
Tokyo,8,27.0,Male,Italy,Hostel,800,Bus,700
Santorini,12,29.0,Male,American,Hotel,1000,Plane,1200
Sydney,7,34.0,Male,Korean,Hotel,1000,Train,350
"Rio de Janeiro, Brazil",7,41.0,Female,Japanese,Hotel,900,Plane,2500
"Marrakech, Morocco",7,32.0,Female,Korean,Airbnb,1100,Plane,1000
Australia,13,26.0,Male,British,Hotel,400,Plane,20
"Paris, France",13,39.0,Male,South African,Hostel,800,Plane,200
New York,8,37.0,Male,American,Hotel,500,Plane,150
Paris,7,33.0,Female,British,Hotel,800,Plane,200
Cape Town,12,31.0,Male,British,Airbnb,400,Plane,80
"Cancun, Mexico",7,25.0,Male,American,Hotel,900,Plane,700
"Los Angeles, USA",7,29.0,Male,Dutch,Hostel,3000,Train,150
New York,7,45.0,Female,Brazil,Hotel,500,Plane,500
"Tokyo, Japan",8,35.0,Male,British,Hotel,400,Bus,600
New York,8,24.0,Female,Australian,Hotel,500,Train,50
Thailand,12,29.0,Female,South Korea,Hotel,1500,Flight,1200
Egypt,8,29.0,Male,South African,Hotel,1400,Train,400
"Sydney, Australia",8,30.0,Male,Japan,Villa,400,Car,100
Rio de Janeiro,7,45.0,Male,Brazil,Hotel,8000,Plane,100
"New York, USA",12,45.0,Male,Emirati,Hotel,1200,Plane,700
"Los Angeles, USA",8,27.0,Male,Vietnamese,Hostel,800,Plane,1000
Sydney,13,28.0,Female,Korean,Hotel,8000,Plane,100
Bali,11,31.0,Male,British,Hostel,700,Car rental,150
Tokyo,7,33.0,Female,British,Airbnb,7000,Car rental,800
"Paris, France",8,25.0,Male,Canadian,Villa,1000,Plane,600
"Rio de Janeiro, Brazil",9,28.0,Male,British,Airbnb,700,Plane,2500
"New York, USA",7,29.0,Male,Italian,Airbnb,500,Plane,800
Bangkok,7,29.0,Female,Dutch,Hotel,1200,Plane,800
Tokyo,12,39.0,Male,American,Hotel,7000,Car rental,2000
"Cancun, Mexico",8,31.0,Male,Korean,Hotel,300,Train,300
"Vancouver, Canada",8,48.0,Female,Canadian,Hotel,1500,Plane,1500
"Cape Town, South Africa",7,31.0,Female,Australian,Hotel,900,Train,100
Egypt,8,28.0,Female,Emirati,Hotel,1500,Car rental,500
Tokyo,7,29.0,Male,Italian,Hotel,350,Plane,300
France,12,42.0,Male,American,Hostel,900,Flight,120
"Edinburgh, Scotland",13,42.0,Male,Canadian,Resort,7000,Car rental,1000
"Bangkok, Thailand",8,38.0,Male,Scottish,Hostel,800,Flight,100
"Cancun, Mexico",14,25.0,Male,American,Airbnb,1300,Plane,3000
Thailand,11,27.0,Male,Dutch,Villa,1200,Train,2000
Dubai,11,29.0,Female,Singapore,Airbnb,6000,Plane,500
"Bangkok, Thailand",7,35.0,Male,Taiwan,Vacation rental,1500,Plane,1500
London,11,31.0,Female,Korean,Hotel,500,Plane,700
"Bangkok, Thailand",7,31.0,Female,Indian,Hotel,800,Plane,700
Canada,9,31.0,Male,German,Hostel,500,Plane,900
"Amsterdam, Netherlands",8,32.0,Female,Indonesian,Hotel,1400,Flight,700
"Sydney, Australia",12,31.0,Male,Chinese,Hostel,1000,Car rental,1000
Sydney,11,27.0,Male,South African,Hotel,200,Plane,400
Bali,7,37.0,Female,Spanish,Airbnb,2000,Car rental,150
Sydney,7,33.0,Male,South Korean,Vacation rental,800,Airplane,300
"Paris, France",12,31.0,Female,South Korea,Airbnb,2000,Plane,3000
Paris,8,25.0,Male,Korean,Hotel,900,Plane,1200
"Tokyo, Japan",7,29.0,Female,American,Villa,1100,Car rental,300
Thailand,13,39.0,Female,British,Hotel,900,Plane,2000
"Barcelona, Spain",11,29.0,Female,American,Hostel,1200,Plane,200
"New York, USA",13,45.0,Male,South African,Airbnb,2000,Car,600
Bangkok,8,27.0,Female,Italian,Airbnb,900,Plane,200
Paris,12,29.0,Female,Emirati,Hotel,1500,Flight,75
Italy,8,27.0,Female,Spanish,Hotel,400,Train,100
"Rome, Italy",13,30.0,Female,British,Hotel,400,Plane,100
"London, UK",8,25.0,Male,American,Hotel,1000,Train,2500
"Auckland, New Zealand",11,29.0,Male,Indian,Hotel,2200,Ferry,400
"Bali, Indonesia",8,30.0,Male,Emirati,Riad,1200,Plane,500
"Edinburgh, Scotland",12,33.0,Female,Dutch,Villa,600,Train,400
"Amsterdam, Netherlands",8,31.0,Female,American,Resort,3000,Bus,150
London,10,33.0,Female,British,Airbnb,1200,Plane,80
"Rio de Janeiro, Brazil",8,32.0,Female,Korean,Villa,150,Bus,1200
"Sydney, Aus",12,27.0,Male,Mexican,Hotel,6000,Train,300
New York,8,39.0,Male,Indian,Hostel,1500,Plane,800
"Sydney, Australia",11,42.0,Female,South Korean,Airbnb,400,Plane,400
"Dubai, United Arab Emirates",13,33.0,Male,Emirati,Hotel,1300,Car rental,1200
"Tokyo, Japan",12,29.0,Male,British,Hostel,400,Ferry,300
Sydney,7,41.0,Female,British,Airbnb,400,Plane,500
"Barcelona, Spain",8,47.0,Female,Chinese,Hotel,200,Plane,700
Bangkok,8,20.0,Male,British,Airbnb,2200,Plane,100
Dubai,8,50.0,Female,Japanese,Hotel,500,Plane,700
Paris,11,30.0,Female,British,Airbnb,600,Plane,100
Mexico,7,42.0,Female,Canadian,Hotel,400,Plane,800
London,10,38.0,Female,Dutch,Hotel,400,Train,700
London,8,29.0,Male,Canadian,Hostel,1200,Train,2000
Rome,7,29.0,Male,Spanish,Hostel,900,Train,1500
"Cancun, Mexico",8,27.0,Female,British,Hotel,700,Flight,1000
"Rome, Italy",9,36.0,Female,Mexican,Airbnb,500,Plane,700
"New York City, USA",7,27.0,Male,Indian,Hostel,1300,Subway,400
"Tokyo, Japan",12,36.0,Female,Spanish,Hotel,900,Flight,600
Cape Town,9,33.0,Male,Chinese,Hotel,1200,Plane,200
"Tokyo, Japan",11,32.0,Male,Korean,Hostel,900,Train,700
"Rome, Italy",7,37.0,Female,Emirati,Villa,1200,Airplane,700
"Amsterdam, Netherlands",8,25.0,Female,Korean,Resort,1200,Car,500
"Rio de Janeiro, Brazil",12,45.0,Male,Japanese,Hotel,350,Train,150
Phnom Penh,11,29.0,Female,British,Hotel,1500,Train,800
"Edinburgh, Scotland",8,26.0,Male,American,Hotel,500,Car,800
Rome,10,42.0,Female,Korean,Hotel,1500,Ferry,100
"New York City, USA",11,45.0,Male,British,Hotel,2500,Plane,150
"Dubai, United Arab Emirates",7,28.0,Male,New Zealander,Hotel,1400,Bus,600
"Paris, France",8,28.0,Female,American,Airbnb,2500,Train,200
Tokyo,7,31.0,Female,Moroccan,Hotel,1000,Car rental,100
Dubai,7,32.0,Female,German,Hostel,800,Plane,500
"Amsterdam, Netherlands",14,25.0,Male,Spanish,Hotel,7000,Train,400
"Barcelona, Spain",8,42.0,Male,USA,Airbnb,500,Plane,100
"Sydney, Aus",8,45.0,Male,Italian,Hostel,700,Car rental,400
"Amsterdam, Netherlands",8,33.0,Female,British,Guesthouse,1000,Car rental,400
"Cancun, Mexico",13,26.0,Male,Australian,Airbnb,350,Car rental,300
Bangkok,12,35.0,Male,Brazilian,Guesthouse,300,Train,800
"Rome, Italy",8,29.0,Male,Spanish,Hotel,1500,Plane,800
Barcelona,7,35.0,Female,Japan,Hostel,200,Plane,200
Brazil,9,27.0,Female,Brazil,Hostel,300,Train,2500
"Bali, Indonesia",7,28.0,Male,South Korean,Hotel,1500,Ferry,700
"Cape Town, South Africa",8,31.0,Male,South African,Airbnb,2200,Train,50
Paris,12,28.0,Male,Chinese,Hotel,900,Plane,75
Thailand,7,36.0,Female,Canadian,Hotel,3000,Plane,700
"New York City, USA",8,37.0,Male,Taiwan,Villa,1100,Car rental,800
Egypt,14,37.0,Female,USA,Airbnb,600,Train,700
"Barcelona, Spain",7,31.0,Male,Korean,Hotel,2200,Plane,700
Bali,13,45.0,Male,Japanese,Airbnb,2500,Bus,500
Dubai,8,31.0,Male,China,Hostel,200,Plane,600
"London, UK",7,32.0,Male,Korean,Airbnb,4000,Car rental,1500
"Cancun, Mexico",8,29.0,Female,Australian,Hotel,500,Plane,500
"New York, USA",12,30.0,Male,South African,Resort,400,Plane,600
Paris,8,55.0,Male,South Korean,Airbnb,800,Plane,400
Tokyo,8,39.0,Male,Dutch,Airbnb,1500,Subway,800
"Vancouver, Canada",8,35.0,Male,British,Hotel,400,Plane,200
Tokyo,14,50.0,Female,South Korean,Hotel,1400,Plane,800
"Cape Town, South Africa",8,32.0,Female,American,Hostel,1000,Flight,500
"Cancun, Mexico",12,26.0,Male,South Korea,Hotel,300,Bus,800
Cape Town,9,27.0,Female,Italian,Hostel,600,Flight,1200
Tokyo,8,39.0,Female,Indonesian,Vacation rental,800,Plane,150
"Seoul, South Korea",7,24.0,Female,Canadian,Hotel,400,Flight,100
"Seoul, South Korea",8,27.0,Male,Canada,Resort,200,Train,500
New York,7,41.0,Female,Japanese,Hostel,1300,Plane,300
"New York, USA",8,33.0,Female,Indonesian,Hotel,600,Plane,500
Brazil,8,25.0,Male,Canadian,Hotel,400,Car rental,200
Barcelona,7,25.0,Male,Greece,Airbnb,400,Car rental,500
London,10,29.0,Female,Emirati,Hotel,600,Plane,20
"Paris, France",8,23.0,Female,American,Resort,900,Plane,1000
New York,8,26.0,Male,Japan,Hostel,800,Plane,250
Sydney,8,31.0,Female,Italian,Guesthouse,1000,Car rental,600
Paris,7,55.0,Female,South African,Hostel,200,Bus,2000
Rio de Janeiro,7,42.0,Male,American,Airbnb,1800,Train,20
"Amsterdam, Netherlands",8,38.0,Male,Indian,Hotel,600,Train,150
London,8,31.0,Female,Italy,Villa,2200,Flight,150
Dubai,11,31.0,Female,Italian,Resort,7000,Train,1500
Tokyo,11,46.0,Male,Chinese,Hotel,400,Flight,700
"Phuket, Thailand",14,27.0,Female,Australian,Hostel,1200,Train,3000
Bangkok,8,41.0,Female,Australian,Hostel,800,Plane,500
Cape Town,8,35.0,Female,Canada,Hotel,5000,Train,800
Rome,13,35.0,Male,British,Resort,700,Plane,800
Dubai,11,37.0,Female,Spanish,Airbnb,500,Car rental,200
"Cancun, Mexico",8,31.0,Male,Spanish,Hotel,800,Plane,700
Rome,12,30.0,Female,Vietnamese,Airbnb,2500,Plane,100
"Cape Town, SA",10,27.0,Female,Brazilian,Resort,400,Plane,700
"Sydney, Aus",9,29.0,Female,Korean,Riad,200,Plane,1000
Thailand,7,28.0,Female,Greece,Hotel,1200,Plane,200
Japan,7,28.0,Male,Italian,Hotel,200,Car rental,800
Cape Town,7,29.0,Female,Spanish,Hostel,1000,Car rental,300
"Seoul, South Korea",9,48.0,Male,Japanese,Hostel,900,Flight,75
"Cape Town, SA",8,27.0,Female,United Kingdom,Hostel,800,Train,400
"Paris, France",11,37.0,Female,American,Airbnb,1000,Plane,2000
"Sydney, AUS",10,29.0,Female,French,Hotel,500,Flight,800
Cape Town,8,46.0,Male,Chinese,Airbnb,400,Plane,2500
Dubai,8,50.0,Female,Moroccan,Resort,200,Car rental,700
"Bali, Indonesia",8,25.0,Female,Australian,Hotel,1200,Car rental,400
"Berlin, Germany",7,26.0,Male,Japanese,Hostel,400,Car rental,1500
Tokyo,13,24.0,Female,Canadian,Airbnb,3000,Bus,600
Sydney,13,42.0,Female,Canada,Hotel,1000,Train,500
"Cancun, Mexico",7,27.0,Male,Indian,Airbnb,800,Car rental,2500
Bali,8,25.0,Male,Dutch,Airbnb,1500,Bus,600
"Paris, France",8,30.0,Female,Australian,Hotel,1200,Car rental,400
"Seoul, South Korea",7,35.0,Female,South Korea,Hotel,500,Plane,500
"Rome, Italy",8,33.0,Female,Moroccan,Resort,1200,Plane,400
"Sydney, Aus",7,24.0,Male,British,Guesthouse,700,Bus,700
"New York, USA",7,31.0,Female,Australian,Hotel,600,Train,700
"Vancouver, Canada",11,28.0,Female,Moroccan,Hostel,1200,Train,700
"Paris, France",7,30.0,Male,Singapore,Vacation rental,1400,Plane,1200
New York,8,30.0,Male,Singapore,Hotel,900,Flight,200
"Sydney, Aus",13,28.0,Male,Mexican,Airbnb,1000,Plane,1200
"Marrakech, Morocco",10,38.0,Male,British,Airbnb,2000,Plane,600
Barcelona,14,29.0,Male,Brazilian,Hotel,1400,Plane,150
"Rome, Italy",7,25.0,Female,Spain,Hotel,1200,Car rental,700
"Cancun, Mexico",7,25.0,Female,South Korean,Airbnb,900,Bus,600
"Rome, Italy",7,32.0,Female,American,Hotel,3000,Plane,200
"Auckland, New Zealand",8,37.0,Female,Brazilian,Resort,1500,Airplane,50
Sydney,7,29.0,Female,Cambodia,Airbnb,4000,Plane,3000
"Sydney, Australia",10,27.0,Male,Australian,Vacation rental,900,Plane,600
"Los Angeles, USA",7,46.0,Male,Korean,Riad,500,Train,700
Rome,7,34.0,Male,Spanish,Hostel,1200,Plane,20
"Barcelona, Spain",8,31.0,Female,Indian,Hotel,900,Train,100
"Paris, France",8,27.0,Male,British,Hotel,1200,Plane,500
